1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
331, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
332, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
333, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
334, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
335, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
336, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
337, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
338, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
339, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
340, forest, minecraft:birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
341, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
342, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
343, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
344, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
345, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
346, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
347, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
348, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
349, forest, minecraft:dark_forest, MONSTER, graveyard:ghoul, 12, 2, 3
350, forest, minecraft:dark_forest, MONSTER, graveyard:revenant, 12, 2, 3
351, forest, minecraft:dark_forest, MONSTER, graveyard:nightmare, 5, 1, 1
352, forest, minecraft:dark_forest, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
353, forest, minecraft:dark_forest, MONSTER, graveyard:acolyte, 7, 1, 2
354, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
355, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 80, 1, 1
356, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 80, 2, 4
357, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
358, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
359, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
360, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 8, 4, 4
361, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
362, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
363, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 3, 5
364, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
365, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
366, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
367, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
368, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
369, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
370, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
371, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
372, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
373, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
374, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
375, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
376, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
377, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
378, forest, minecraft:dark_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
379, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
380, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
381, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
382, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
383, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
384, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
385, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
386, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
387, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:ghoul, 12, 2, 3
388, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:revenant, 12, 2, 3
389, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:nightmare, 5, 1, 1
390, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
391, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:acolyte, 7, 1, 2
392, forest, minecraft:old_growth_birch_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
393, forest, minecraft:old_growth_birch_forest, MONSTER, quark:stoneling, 80, 1, 1
394, forest, minecraft:old_growth_birch_forest, MONSTER, quark:toretoise, 80, 2, 4
395, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
396, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
397, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
398, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
399, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
400, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
401, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
402, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
403, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
404, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
405, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
406, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
407, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
408, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
409, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
410, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
411, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
412, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
413, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
414, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
415, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
416, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
417, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
418, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
419, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
420, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
421, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
422, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
423, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
424, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
425, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:ghoul, 12, 2, 3
426, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:revenant, 12, 2, 3
427, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:nightmare, 5, 1, 1
428, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
429, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:acolyte, 7, 1, 2
430, taiga, minecraft:old_growth_pine_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
431, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 80, 1, 1
432, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 80, 2, 4
433, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
434, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
435, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
436, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
437, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
438, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 4, 2, 3
439, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
440, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
441, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
442, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
443, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
444, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:fly, 3, 2, 3
445, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:cockroach, 4, 5, 5
446, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
447, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
448, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
449, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
450, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
451, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
452, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
453, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
454, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
455, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
456, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
457, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
458, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
459, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
460, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
461, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
462, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
463, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
464, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
465, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:ghoul, 12, 2, 3
466, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:revenant, 12, 2, 3
467, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:nightmare, 5, 1, 1
468, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
469, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:acolyte, 7, 1, 2
470, taiga, minecraft:old_growth_spruce_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
471, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 80, 1, 1
472, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 80, 2, 4
473, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
474, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
475, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
476, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
477, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
478, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 4, 2, 3
479, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 2, 4
480, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
481, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
482, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
483, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
484, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
485, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:fly, 3, 2, 3
486, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:cockroach, 4, 5, 5
487, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
488, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
489, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
490, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
491, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
492, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
493, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
494, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
495, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
496, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
497, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
498, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
499, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
500, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
501, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
502, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
503, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
504, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
505, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
506, taiga, minecraft:taiga, MONSTER, graveyard:ghoul, 12, 2, 3
507, taiga, minecraft:taiga, MONSTER, graveyard:revenant, 12, 2, 3
508, taiga, minecraft:taiga, MONSTER, graveyard:nightmare, 5, 1, 1
509, taiga, minecraft:taiga, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
510, taiga, minecraft:taiga, MONSTER, graveyard:acolyte, 7, 1, 2
511, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
512, taiga, minecraft:taiga, MONSTER, quark:stoneling, 80, 1, 1
513, taiga, minecraft:taiga, MONSTER, quark:toretoise, 80, 2, 4
514, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
515, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
516, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
517, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
518, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
519, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 4, 2, 3
520, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
521, taiga, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
522, taiga, minecraft:taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
523, taiga, minecraft:taiga, CREATURE, alexsmobs:crow, 10, 3, 5
524, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
525, taiga, minecraft:taiga, AMBIENT, alexsmobs:fly, 3, 2, 3
526, taiga, minecraft:taiga, AMBIENT, alexsmobs:cockroach, 4, 5, 5
527, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
528, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
529, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
530, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
531, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
532, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
533, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
534, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
535, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
536, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
537, taiga, minecraft:taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
538, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
539, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
540, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
541, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
542, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
543, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
544, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
545, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
546, taiga, minecraft:snowy_taiga, MONSTER, graveyard:ghoul, 12, 2, 3
547, taiga, minecraft:snowy_taiga, MONSTER, graveyard:revenant, 12, 2, 3
548, taiga, minecraft:snowy_taiga, MONSTER, graveyard:nightmare, 5, 1, 1
549, taiga, minecraft:snowy_taiga, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
550, taiga, minecraft:snowy_taiga, MONSTER, graveyard:acolyte, 7, 1, 2
551, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
552, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling, 80, 1, 1
553, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise, 80, 2, 4
554, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
555, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
556, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
557, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
558, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
559, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 4, 2, 3
560, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
561, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
562, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 9, 3, 4
563, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
564, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
565, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
566, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 3, 2, 3
567, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 4, 5, 5
568, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
569, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
570, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
571, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
572, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
573, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
574, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
575, taiga, minecraft:snowy_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
576, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
577, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
578, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
579, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
580, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
581, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
582, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
583, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
584, savanna, minecraft:savanna, MONSTER, graveyard:ghoul, 12, 2, 3
585, savanna, minecraft:savanna, MONSTER, graveyard:revenant, 12, 2, 3
586, savanna, minecraft:savanna, MONSTER, graveyard:nightmare, 5, 1, 1
587, savanna, minecraft:savanna, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
588, savanna, minecraft:savanna, MONSTER, graveyard:acolyte, 7, 1, 2
589, savanna, minecraft:savanna, MONSTER, alexsmobs:centipede_head, 8, 1, 1
590, savanna, minecraft:savanna, MONSTER, quark:stoneling, 80, 1, 1
591, savanna, minecraft:savanna, MONSTER, quark:toretoise, 80, 2, 4
592, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
593, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
