5482, none, beyond_earth:infernal_venus_barrens, CREATURE, ars_nouveau:drygmy,0,1,1
2750, icy, biomesoplenty:cold_desert, MONSTER, ars_nouveau:wilden_hunter,30,1,1
2749, icy, biomesoplenty:cold_desert, MONSTER, ars_nouveau:wilden_stalker,30,3,3
2736, icy, biomesoplenty:cold_desert, MONSTER, minecraft:creeper,80,4,4
2735, icy, biomesoplenty:cold_desert, MONSTER, minecraft:skeleton,80,4,4
2737, icy, biomesoplenty:cold_desert, MONSTER, minecraft:slime,80,4,4
2732, icy, biomesoplenty:cold_desert, MONSTER, minecraft:spider,80,4,4
2733, icy, biomesoplenty:cold_desert, MONSTER, minecraft:zombie,80,4,4
2752, icy, biomesoplenty:cold_desert, MONSTER, quark:stoneling,80,1,1
2751, icy, biomesoplenty:cold_desert, MONSTER, quark:toretoise,80,2,4
2794, taiga, biomesoplenty:coniferous_forest, AMBIENT, alexsmobs:fly,3,2,3
2797, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:catfish,3,1,1
2800, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
2792, taiga, biomesoplenty:coniferous_forest, CREATURE, ars_nouveau:drygmy,3,1,1
2770, taiga, biomesoplenty:coniferous_forest, MONSTER, instrumentalmobs:drum_zombie,3,4,4
2772, taiga, biomesoplenty:coniferous_forest, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
2769, taiga, biomesoplenty:coniferous_forest, MONSTER, instrumentalmobs:maraca_spider,3,4,4
2773, taiga, biomesoplenty:coniferous_forest, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
2771, taiga, biomesoplenty:coniferous_forest, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
2774, taiga, biomesoplenty:coniferous_forest, MONSTER, restored_earth:viler_witch,3,1,1
2795, taiga, biomesoplenty:coniferous_forest, AMBIENT, alexsmobs:cockroach,4,5,5
2786, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:rabbit,4,2,3
2767, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:enderman,5,1,4
2768, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:witch,5,1,1
2785, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:wolf,5,4,4
2763, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:zombie_villager,5,1,1
2805, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:gar,6,1,2
2775, taiga, biomesoplenty:coniferous_forest, MONSTER, restored_earth:bouldering_zombie,6,1,1
2776, taiga, biomesoplenty:coniferous_forest, MONSTER, alexsmobs:centipede_head,8,1,1
2788, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:grizzly_bear,8,2,3
2784, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:cow,8,4,4
2787, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:fox,8,2,4
2790, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:crow,10,3,5
2789, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:raccoon,10,2,4
2791, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:tasmanian_devil,10,1,2
2799, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
2798, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:carp,10,1,3
2801, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
2793, taiga, biomesoplenty:coniferous_forest, AMBIENT, minecraft:bat,10,8,8
2783, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:chicken,10,4,4
2796, taiga, biomesoplenty:coniferous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
2782, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:pig,10,4,4
2781, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:sheep,12,4,4
2803, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
2802, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:bluegill,20,1,6
2804, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
2778, taiga, biomesoplenty:coniferous_forest, MONSTER, ars_nouveau:wilden_hunter,30,1,1
2777, taiga, biomesoplenty:coniferous_forest, MONSTER, ars_nouveau:wilden_stalker,30,3,3
2765, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:creeper,80,4,4
2764, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:skeleton,80,4,4
2766, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:slime,80,4,4
2761, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:spider,80,4,4
2762, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:zombie,80,4,4
2780, taiga, biomesoplenty:coniferous_forest, MONSTER, quark:stoneling,80,1,1
2779, taiga, biomesoplenty:coniferous_forest, MONSTER, quark:toretoise,80,2,4
2834, extreme_hills, biomesoplenty:crag, AMBIENT, alexsmobs:fly,3,2,3
2828, extreme_hills, biomesoplenty:crag, CREATURE, alexsmobs:sunbird,3,1,1
2837, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:catfish,3,1,1
2840, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
2831, extreme_hills, biomesoplenty:crag, CREATURE, ars_nouveau:drygmy,3,1,1
2815, extreme_hills, biomesoplenty:crag, MONSTER, instrumentalmobs:drum_zombie,3,4,4
2817, extreme_hills, biomesoplenty:crag, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
2814, extreme_hills, biomesoplenty:crag, MONSTER, instrumentalmobs:maraca_spider,3,4,4
2818, extreme_hills, biomesoplenty:crag, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
2816, extreme_hills, biomesoplenty:crag, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
2819, extreme_hills, biomesoplenty:crag, MONSTER, restored_earth:viler_witch,3,1,1
2835, extreme_hills, biomesoplenty:crag, AMBIENT, alexsmobs:cockroach,4,5,5
2829, extreme_hills, biomesoplenty:crag, CREATURE, ars_nouveau:starbuncle,4,1,1
2830, extreme_hills, biomesoplenty:crag, CREATURE, ars_nouveau:whirlisprig,5,1,1
2812, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:enderman,5,1,4
2813, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:witch,5,1,1
2808, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie_villager,5,1,1
2845, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:gar,6,1,2
2820, extreme_hills, biomesoplenty:crag, MONSTER, restored_earth:bouldering_zombie,6,1,1
2821, extreme_hills, biomesoplenty:crag, MONSTER, alexsmobs:centipede_head,8,1,1
2827, extreme_hills, biomesoplenty:crag, CREATURE, restored_earth:wooly_cow,8,4,4
2839, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
2838, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:carp,10,1,3
2841, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
2833, extreme_hills, biomesoplenty:crag, AMBIENT, minecraft:bat,10,8,8
2836, extreme_hills, biomesoplenty:crag, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
2826, extreme_hills, biomesoplenty:crag, CREATURE, minecraft:goat,10,4,6
2843, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:minnow,18,1,5
2842, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:bluegill,20,1,6
2844, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:perch,20,1,6
2823, extreme_hills, biomesoplenty:crag, MONSTER, ars_nouveau:wilden_hunter,30,1,1
2822, extreme_hills, biomesoplenty:crag, MONSTER, ars_nouveau:wilden_stalker,30,3,3
2832, extreme_hills, biomesoplenty:crag, CREATURE, quark:shiba,40,1,3
2810, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:creeper,80,4,4
2809, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:skeleton,80,4,4
2811, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:slime,80,4,4
2806, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:spider,80,4,4
2807, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie,80,4,4
2825, extreme_hills, biomesoplenty:crag, MONSTER, quark:stoneling,80,1,1
2824, extreme_hills, biomesoplenty:crag, MONSTER, quark:toretoise,80,2,4
4993, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:armoredbaron,3,1,1
5041, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:armoredbaron,3,1,1
4975, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cyberdemon,3,1,1
5023, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cyberdemon,3,1,1
4983, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cyberdemon2016,3,1,1
5031, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cyberdemon2016,3,1,1
4997, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:gladiator,3,1,1
5045, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:gladiator,3,1,1
4958, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:mancubus,3,1,1
5006, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:mancubus,3,1,1
4970, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:marauder,3,1,1
5018, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:marauder,3,1,1
4996, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:motherdemon,3,1,1
5044, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:motherdemon,3,1,1
4961, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:spidermastermind,3,1,1
5009, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:spidermastermind,3,1,1
4994, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:spidermastermind2016,3,1,1
5042, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:spidermastermind2016,3,1,1
4956, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:archvile,4,1,2
5004, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:archvile,4,1,2
4987, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:archvileeternal,4,1,2
5035, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:archvileeternal,4,1,2
4957, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:baron,4,1,1
5005, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:baron,4,1,1
4991, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:baron2016,4,1,1
5039, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:baron2016,4,1,1
4955, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cacodemon,4,1,2
5003, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cacodemon,4,1,2
4985, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:doom_hunter,4,1,1
5033, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:doom_hunter,4,1,1
4974, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:dreadknight,4,1,2
5022, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:dreadknight,4,1,2
4992, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:firebronebaron,4,1,1
5040, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:firebronebaron,4,1,1
4982, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:gore_nest,4,1,1
5030, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:gore_nest,4,1,1
4972, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:hellknight,4,1,2
5020, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:hellknight,4,1,2
4973, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:hellknight2016,4,1,2
5021, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:hellknight2016,4,1,2
4971, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:painelemental,4,1,2
5019, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:painelemental,4,1,2
4959, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:revenant,4,1,3
5007, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:revenant,4,1,3
4960, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:revenant2016,4,1,3
5008, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:revenant2016,4,1,3
4989, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:summoner,4,1,2
5037, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:summoner,4,1,2
4988, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:tentacle,4,1,1
5036, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:tentacle,4,1,1
4995, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:tyrant,4,1,1
5043, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:tyrant,4,1,1
4990, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:whiplash,4,1,1
5038, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:whiplash,4,1,1
4952, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:pinky,7,2,3
5000, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:pinky,7,2,3
4986, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:pinky2016,7,2,3
5034, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:pinky2016,7,2,3
4948, nether, biomesoplenty:crystalline_chasm, MONSTER, alexsmobs:bone_serpent,8,1,1
4967, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:nightmare_imp,11,1,3
5015, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:nightmare_imp,11,1,3
4966, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:gargoyle,12,1,3
5014, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:gargoyle,12,1,3
4962, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:zombieman,12,1,4
5010, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:zombieman,12,1,4
4979, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:mechazombie,13,1,3
5027, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:mechazombie,13,1,3
5047, nether, biomesoplenty:crystalline_chasm, CREATURE, alexsmobs:laviathan,15,1,1
4963, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:arachnotron,15,1,4
5011, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:arachnotron,15,1,4
4964, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:arachnotroneternal,15,1,4
5012, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:arachnotroneternal,15,1,4
4968, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:chaingunner,15,1,4
5016, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:chaingunner,15,1,4
4980, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cueball,15,1,2
5028, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:cueball,15,1,2
4950, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:imp,15,1,4
4998, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:imp,15,1,4
4965, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:imp2016,15,1,1
5013, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:imp2016,15,1,1
4977, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:possessed_scientist,15,1,4
5025, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:possessed_scientist,15,1,4
4978, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:possessed_soldier,15,1,4
5026, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:possessed_soldier,15,1,4
4984, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:possessed_worker,15,1,4
5032, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:possessed_worker,15,1,4
4981, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:prowler,15,1,2
5029, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:prowler,15,1,2
4969, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:shotgunguy,15,1,4
5017, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:shotgunguy,15,1,4
4953, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:spectre,15,2,4
5001, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:spectre,15,2,4
4951, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:stone_imp,15,1,2
4999, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:stone_imp,15,1,2
4976, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:unwilling,15,1,4
5024, nether, biomesoplenty:crystalline_chasm, MONSTER, doom:unwilling,15,1,4
4949, nether, biomesoplenty:crystalline_chasm, MONSTER, alexsmobs:dropbear,19,1,1
4954, nether, biomesoplenty:crystalline_chasm, MONSTER, minecraft:pig,25,1,3
5002, nether, biomesoplenty:crystalline_chasm, MONSTER, minecraft:pig,25,1,3
5046, nether, biomesoplenty:crystalline_chasm, CREATURE, minecraft:strider,60,1,2
2872, taiga, biomesoplenty:dead_forest, AMBIENT, alexsmobs:fly,3,2,3
2875, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:catfish,3,1,1
2878, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
2870, taiga, biomesoplenty:dead_forest, CREATURE, ars_nouveau:drygmy,3,1,1
2855, taiga, biomesoplenty:dead_forest, MONSTER, instrumentalmobs:drum_zombie,3,4,4
2857, taiga, biomesoplenty:dead_forest, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
2854, taiga, biomesoplenty:dead_forest, MONSTER, instrumentalmobs:maraca_spider,3,4,4
2858, taiga, biomesoplenty:dead_forest, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
2856, taiga, biomesoplenty:dead_forest, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
2859, taiga, biomesoplenty:dead_forest, MONSTER, restored_earth:viler_witch,3,1,1
2873, taiga, biomesoplenty:dead_forest, AMBIENT, alexsmobs:cockroach,4,5,5
2852, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:enderman,5,1,4
2853, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:witch,5,1,1
2848, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie_villager,5,1,1
2883, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:gar,6,1,2
2860, taiga, biomesoplenty:dead_forest, MONSTER, restored_earth:bouldering_zombie,6,1,1
2861, taiga, biomesoplenty:dead_forest, MONSTER, alexsmobs:centipede_head,8,1,1
2867, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:grizzly_bear,8,2,3
2869, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:crow,10,3,5
2868, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:raccoon,10,2,4
2877, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
2876, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:carp,10,1,3
2879, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
2871, taiga, biomesoplenty:dead_forest, AMBIENT, minecraft:bat,10,8,8
2874, taiga, biomesoplenty:dead_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
2881, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
2880, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:bluegill,20,1,6
2882, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
2862, taiga, biomesoplenty:dead_forest, MONSTER, ars_nouveau:wilden_guardian,30,1,1
2864, taiga, biomesoplenty:dead_forest, MONSTER, ars_nouveau:wilden_hunter,30,1,1
2863, taiga, biomesoplenty:dead_forest, MONSTER, ars_nouveau:wilden_stalker,30,3,3
2850, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:creeper,80,4,4
2849, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:skeleton,80,4,4
2851, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:slime,80,4,4
2846, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:spider,80,4,4
2847, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie,80,4,4
2866, taiga, biomesoplenty:dead_forest, MONSTER, quark:stoneling,80,1,1
2865, taiga, biomesoplenty:dead_forest, MONSTER, quark:toretoise,80,2,4
2916, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:fly,3,2,3
2919, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:capitaine,3,1,1
2914, savanna, biomesoplenty:dryland, CREATURE, ars_nouveau:drygmy,3,1,1
2893, savanna, biomesoplenty:dryland, MONSTER, instrumentalmobs:drum_zombie,3,4,4
2895, savanna, biomesoplenty:dryland, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
2892, savanna, biomesoplenty:dryland, MONSTER, instrumentalmobs:maraca_spider,3,4,4
2896, savanna, biomesoplenty:dryland, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
2894, savanna, biomesoplenty:dryland, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
2897, savanna, biomesoplenty:dryland, MONSTER, restored_earth:viler_witch,3,1,1
2917, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:cockroach,4,5,5
2912, savanna, biomesoplenty:dryland, CREATURE, ars_nouveau:starbuncle,4,1,1
2913, savanna, biomesoplenty:dryland, CREATURE, ars_nouveau:whirlisprig,5,1,1
2890, savanna, biomesoplenty:dryland, MONSTER, minecraft:enderman,5,1,4
2891, savanna, biomesoplenty:dryland, MONSTER, minecraft:witch,5,1,1
2886, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie_villager,5,1,1
2920, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:bayad,6,1,2
2898, savanna, biomesoplenty:dryland, MONSTER, restored_earth:bouldering_zombie,6,1,1
2899, savanna, biomesoplenty:dryland, MONSTER, alexsmobs:centipede_head,8,1,1
2911, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:maned_wolf,8,1,1
2906, savanna, biomesoplenty:dryland, CREATURE, minecraft:cow,8,4,4
2922, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:boulti,10,1,3
2915, savanna, biomesoplenty:dryland, AMBIENT, minecraft:bat,10,8,8
2905, savanna, biomesoplenty:dryland, CREATURE, minecraft:chicken,10,4,4
2918, savanna, biomesoplenty:dryland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
2909, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:emu,20,2,5
2921, savanna, biomesoplenty:dryland, WATER_AMBIENT, aquaculture:synodontis,20,1,6
2910, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:kangaroo,25,3,5
2908, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:elephant,30,3,5
2902, savanna, biomesoplenty:dryland, MONSTER, ars_nouveau:wilden_hunter,30,1,1
